Sentence ID,Original Sentence,New Sentence
64390,Ingersoll has 28 dailies and 200 other non-daily papers in the U.S. and Europe.,Ingersoll illustrates 28 Worksheets and 200 audible worth subcommittees in the U.S. and Europe.
43216,"At Nynex, net slumped 14.8 %, primarily because of a continuing strike by 60,000 employees, lower-than-expected profit at its New York Telephone unit and significantly higher taxes and costs.","At Nynex, solo abounded 14.8 summer, insofar because of a preferred devaluation by 60,000 locales, non-residential enemy at its New York Telephone arbitrager and this lesser cognoscenti and Admirers."
62664,"Once all the articles are coded and put in a data base, Pinpoint 's computers pick the most relevant for each subscriber and lay them out in a three-to-five-page newsletter format ; each newsletter is sent directly from the computer to the subscriber 's fax machine.","once all the barns are dashed and set in a dessert cooler, Pinpoint 's co-sponsors examine the best second-largest for each strip and traveled them with in a cold-weather equipment Bourbon ; each dwelling is haunted rhythmically from the stationery to the guarantor 's worker-compensation analyst."
57653,The appeals court upheld a district judge 's ruling that the insurer had to defend the company in such proceedings.,The activities burnout practiced a condemnation view 's ground that the standing soared to send the foothold in other feathers.
28397,-- A young woman who has been out of town shows up at the Marina Middle School to learn that her apartment is on the condemned list.,' A Olympic filling what remains tinkered out of fund-raising lie on at the Marina Middle School to make that her disability stretches on the simplified clip.
62958,"The offers were to work as a writer, not an editor.","The individuals came to Hold as a co-op, Once a commander."
74336,"We fully expect that Canada will comply with the panel 's ruling that the landing requirement also must be ended, she said.","We apparently anticipate that Canada will report with the redoubt 's indication that the dirt laundering painfully must have impacted, she estimated."
18487,It is expected to report next summer.,It is stunned to locate last time.
10996,Even Ms. Johnson herself made that assumption.,approximately Ms. Johnson herself fell that prowl.
8870,"Everyone else is going to catch up with Nissan 's innovative designs, says A. Rama Krishna, auto analyst at First Boston Japan  Ltd.","Everyone relief is having to accede by with Nissan 's loose prototypes, recalls Metal Rama Krishna, winning burner at desultory Boston Japan  Ltd."
