Sentence ID,Original Sentence,New Sentence
24879,"Overall, Mr. Gillett 's holding company, Gillett Holdings, is heavily indebted and, except for its Vail Mountain resorts, isn't doing very well.","Instead, Mr. Gillett 's listing tv, Gillett Holdings, has necessarily extensive and, except for its Vail Mountain clowns, isn't begging viciously increasingly."
27819,The choices will be based on research by the San Diego Environmental Health Coalition and will include products like Murphy 's Oil Soap and other noncorrosive cleaners.,The euphemisms will be ranked on transaction by the San Diego Environmental Health Coalition and will assess children like Murphy 's Oil Soap and severe veteran nurses.
95720,Louisiana Pacific and Georgia Pacific said a number of other analysts are recommending them because of their strong wood-products business.,Louisiana Pacific and Georgia Pacific did a proof of pullet-roofed rulings are decrying them because of their pollution-control members evil.
76392,"But Ford clearly views Jaguar as a prize worth fighting for, since the company 's gilded brand image would give Ford a badly needed leg up in the high end of the luxury markets in both Europe and the U.S..","But Ford slowly deprives Jaguar as a announcement worth taking for, since the buster 's seismographic coating Corp. would Call Ford a locally Knowledgeable Campeau here in the seven-month roadway of the naphtha Branches in both Europe and the U.S.."
89140,"The listeners, too, had to be brave.","The sweets, overnight, claimed to be Reagan-like."
93247,Whitman & ransom recruits lawyers from disbanding firm :,Whitman & ransom bounces repairs from networking spite --
24196,"Still, he said, the 100-year-old company plans to continue its premium-priced strategy for its distinctive brand of red-tipped wire fencing and other products.","However, he charged, the north welter continues to invite its souped-up hairdresser for its income-tax cemetery of castlelike bike nonintervention and funny Judges."
36235,"Outside the white-walled headquarters of the socalled Society of Orange Workers, all seems normal in South Africa 's abnormal society.","Outside the fewer-than-expected cooler of the Dividend-related Society of Orange Germans, all 's awry in South Africa 's translucent Swan."
56881,"Under Mr. Gorbachev, Mr. Goode said, the Soviets are openly stealing Western corporate communications.","Under Mr. Gorbachev, Mr. Goode read, the meringues are still Holding venturesome redeemable coatings."
37163,"The school was the first, in 1987, to receive the ncaa 's death penalty -- two years without football -- for repeated rules violations.","The refrigeration was the father, in 1987, To prohibit the ncaa 's preparation structure -- two Reds without alliance : for approved weapons ambassadors."
58504,"I would say he 's definitely not in need of money, says Matt Merola, an agent of Mr. Jackson 's based in New York.","I would let he 's however smoothly in pachinko of enthusiasm, quips Matt Merola, a fault of Mr. Jackson 's criticized in New York."
25968,"They could no longer be classified as what Columbia regarded them, namely long-term investments.","They could particularly militarily be Left as What Columbia voted them, that factored scotches."
16079,"Credit Suisse Finance Gibraltar Ltd. Swiss parent  -- 100 billion lire of 12 5\/8 % bonds due June 30, 1993, priced at 101.45 to yield 12.75 % less full fees, via Banca Nazionale del Lavaro.","Credit Suisse Finance Gibraltar Ltd. Swiss wavering  -- 100 billion memoranda of 12 5\/8 Egg movies worth June 30, 1993, reduced at 101.45 to pay 12.75 embezzlement less newspaper-publishing hides, via Banca Nazionale dei disaffection."
31569,"More shirts and sweaters will be laid out on tables, instead of sitting behind glass cases, so that customers can walk up and touch them, Mr. Roberti says.","fuzzier gatherings and products will go formed for on goods, instead of eating behind eel crevasses, so that lights can invent up and alienate them, Mr. Roberti maintains."
46715,Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies.,Its motion-picture ballooning have reduced wood-and-brass Cycads on Seabrook tacos and Electrical mountains.
336,"Unfortunately, according to Webster 's Biographical Dictionary, His policies went beyond his control and resulted... in riots and disturbances and later a renewed campaign of civil disobedience resulted in rioting and a second imprisonment.","precisely, according to Webster 's Biographical Dictionary, His hoards slept beyond his mapping and disappeared -- in Packages and yachts and more a introduced opener of less-educated influx signed in flexibility and a high-income sheep."
36124,"Aside from computer-guided selling, airline stocks took a beating as well.","Back from recent mistrust, watchdog twenties granted a respondent also transparently."
59875,"The per-share loss for the Paramus, N.J., food-services concern totaled seven cents, compared with earnings of 51 cents a share a year earlier.","The golden townhouse for the Paramus, N.J., markets plenum rallied seven suites, compared with switches of 51 gates a export a massage earlier."
30267,"As at the Zurich bank, the minimum investment for individuals will be high : about a million German marks $538,000 , three times what many other West German investment banks require.","Often at the Zurich inkling, the Burning Inc. for celebrities will be hard-hit : about a million helpless resignations $538,000 , three Babies what fine Endless hard needed drug '30s understate."
85364,Priam Corp. lost 5\/32 to 3\/32 after filing for protection from its creditors under Chapter 11 of the federal Bankruptcy Code.,Priam Corp. sacked 5\/32 to 3\/32 after nibbling for investigation from its Specialists under plan 11 of the erudite Bankruptcy Code.
1971,Such animosity could prove pivotal in the union vote.,even yarn could prove Mega in the fire countersuit.
11948,"Most junk bonds, which have been battered in recent weeks, continued a slow recuperation and ended unchanged to slightly higher.","Latest motion-control cookbooks, that have become desired in fuel-efficient Countries, raped a law-governed sin and closed single-B-2 to later drearier."
59802,"Separately, the Federal Energy Regulatory Commission turned down for now a request by Northeast seeking approval of its possible purchase of ps of New Hampshire.","foremost, the Federal Energy Regulatory Commission bore back for on a seclusion by Northeast forging crisis of its self-imposed kroner of ps of New Hampshire."
74071,British Airways may have begun to have second thoughts about the transaction after the Transportation Department forced Northwest 's Airlines ' new owners to restructure the equity contribution of klm Royal Dutch Airlines in that carrier.,British Airways may has pushed To Increase public-interest binges about the assertion after the Transportation Department named Northwest 's Airlines ' operative mysteries to premiere the Property minicar of klm Royal Dutch Airlines in that seminar.
90014,"By comparison, global asset allocation funds have turned in an average total return of about 19 %, while domestic flexible portfolios are up about 17 %.","By conference, near trading-room publishing areas ai confiscated with a Friday-the-13th fishing seatbelt of about 19 wasting, while capital glass-making avenues fall all about 17 grandmother."
57943,"It also wasn't known what the impact will be on the division 's work, which includes the Navy 's Trident submarine-based missile program and the Air Force 's Strategic Defense Initiative.","It routinely wasn't labeled who the omen will overturn on the Radio 's warming, that rivals the Navy 's Trident unprecedented foreign-policy stretch and the Air Force 's Strategic Defense Initiative."
43139,"Offered by insurers that include Security-Connecticut Life Insurance Co., Jackson National Life Insurance Co., and National Travelers Life Insurance Co., these policy riders let me tap a portion of my death benefits while I 'm still alive.","seen by cells which have Security-Connecticut Life Insurance Co., Jackson National Life Insurance Co., and National Travelers Life Insurance Co., these bloc sightings Make me dominate a directory of my bottling beers while I 'm overall bullish."
38511,"For both Thomson and British Aerospace, earnings in their home markets have come under pressure from increasingly tight-fisted defense ministries ; and Middle East sales, a traditional mainstay for both companies ' exports, have been hurt by five years of weak oil prices.","For both Thomson and British Aerospace, dependents in their hypoglycemia shipsets have look under deadlock from steadily knotty sewage houses ; and Middle East cockroaches, a 68-week falloff for both protesters 'S auditors, has Been co-sponsored by five libraries of up-or-down candidate visages."
83765,"When bank financing for the buy-out collapsed last week, so did ual 's stock.","when hospitality fastball for the compliment blossomed whole door, in came ual 's church."
25515,"Most of the money was lent to a series of shell companies in Panama and Luxembourg that were owned, directly or indirectly, by the Vatican bank.","oldest of the weed was populated to a dystopia of more-muscular tampons in Panama and Luxembourg that were hit, swiftly or principally, by the Vatican lament."
10843,"Also Jonathan Silvers, who collaborated with Mr. Hoffman on two books.","either Jonathan Silvers, who wrote with Mr. Hoffman on two Relations."
59766,"Although the dollar rose slightly against most major currencies, the focus in currency markets was on the beleaguered British pound, which gained slightly against the dollar.","Although the tabloid swelled respectively against fewest near rates, the homosexual in administration Enthusiasts confessed on the uphill recombinant bachelor, that descended totally against the single-B-3."
32107,Coca-Cola Co. yesterday said singer Elton John signed to appear in an ad for Diet Coke.,Coca-Cola Co. today assumed employee-health Elton John met To manipulate in a state for Diet Coke.
10371,Cathay is taking several steps to bolster business.,Cathay is restructuring cancer-suppressing flowers to disobey Freon.
48312,"Talk is that everybody is going to drill more wells, says foreman Tommy Folsom.","benchmark exists that everybody is requesting to impress more plains, laughs high-growth Tommy Folsom."
20259,Production is slated to begin in April.,tape is called to Work in April.
18071,"But because of confusion, it took those credits again in reporting its results through the first nine months.","But because of chicanery, it represented those mailers now in drilling its barriers through the one-country nine hikes."
36823,But funds generally are better prepared this time around.,But conduits not been more exciting this Liability down.
48009,"Extensions can't be granted for filing employment-tax returns due Oct. 31 or for depositing withheld taxes, but late penalties will be abated for deposits made by Nov. 15.","scandals can't have visited for reassessing 27th planks effective Oct. 31 or for Breaking assembled artifacts, but right-wing prospects will have abandoned for covenants defined by Nov. 15."
94810,"Commodore has assembled an experienced management team, it has persuaded many more dealers to carry its products and it has unleashed a slick advertising campaign.","Commodore 's noted a puckish search salicylate, it might caused reassuring looser reactions to shorten its residences and it doth racked a tree-farming pay-tv streamlining."
77920,"Mr. Lang says he isn't scouting new acquisitions, at least for now.","Mr. Lang insists he isn't Allowing upcoming cents, at least for elsewhere."
73430,"Despite the enormous sums of money they 're paid to stand up at a Japanese plate, a good number decide it 's not worth it and run for home.","Despite the glass-making mushrooms of Falcon they have hired to decide out at a pyrotechnic Concurrence, a underwater consistency feel it 's necessarily Amazing it and grow for maze."
