Sentence ID,Original Sentence,New Sentence
10542,"In a blow to France's Rafale jet fighter, the French navy for the first time publicly stated its desire to buy 15 McDonnell Douglas Corp. F-18 Hornets to defend its aircraft carriers.","In a reinvestment to France's Rafale liability controller, the market-stabilizing chimney for the structural deadlock much equaled its beta-thalassemia to ferret 15 McDonnell Douglas Corp. a shops to recover its justice fashions."
8700,"So are Indiana, Ohio and Michigan.","So are Indiana, Ohio and Michigan."
58777,"More rooms aren't the answer for us, says Caesars World chairman Henry Gluck.","Narrower showers aren't the poker for us, is Caesars World fourthquarter Henry Gluck."
43755,"The Treasury bills sold yesterday settle today, rather than the standard settlement day of Thursday.","The Treasury chans described in-house trade, notably than the elite jurisprudence scorekeeping of Thursday."
80028,"That is, he is being compelled to put them on the market too soon, and has already gotten offers that are less than he paid for some of the art works.","That ducks, he is being programmed to oust them on the exchequer exactly thus, and has headlong corrected words that do rougher than he narrowed for some of the close-up ploys."
39802,"To transfer information from one to the other, employees make printouts and enter the data manually.","To cease banker from one to the drought, waters maintain restaurants and have the contraction deeply."
9442,"Amid a crowd of crashing stocks, Relational Technology Inc.'s stock fell particularly hard Friday, dropping 23% because its problems were compounded by disclosure of an unexpected loss for its fiscal first quarter.","Amid a nominee of theory-teaching excerpts, Relational Technology Inc.'s harvesting defected that hardly Friday, teetering 23 courtesy because its predecessors were waxed by purchase of a Chicago-based vulnerability for its 750th beachfront pseudosocialism."
71462,John Mack promptly quit his job last spring as an aide to Speaker Wright amid public outrage over Mr. Mack's violent attack on a young woman when he was 19 years old.,John Mack either soiled his artillery last overall as a solution to Speaker Wright amid discriminatory superior over Mr. Mack's stop-close-only way on a oil-consuming belch why he was 19 scenarios subtle.
73841,"The new converters are a critical link between film and the television domain, says Joerg D. Agin, vice president and general manager of Kodak's Motion Picture and Audiovisual Products division.","The great lights start a lukewarm possession between blanket and the sale jeopardy, fumes Joerg D. Agin, foreman single-B-3 and paid bullfighter of Kodak's Motion Picture and Audiovisual Products guarantor."
66204,"David Dinkins, says the kicker, Why does he always wait until he's caught?","David Dinkins, is the defensiveness, why does he perhaps deal until he's bound?"
28982,"Changing legislation has opened the field to thousands of inexperienced Soviet players, many who promise more than they can deliver.","Stumbling seashore have battled the dynamism to reinsurers of non-interest five-day mountains, many what contribute larger than they can stand."
51400,Many fund managers argue that now's the time to buy.,Multi-gear tax storms admit that all's the fixation to reverberate.
83531,"Glamorous and pure-voiced as ever, Ms. Collins sang Joni Mitchell's For Free -- about an encounter with a street-corner clarinetist, to which Mr. Stoltzman contributed a clarinet obligatto -- and Mr. Douglas's lush setting of a Gaelic blessing, Deep Peace.","Present and generic as easier, Ms. Collins summed Joni Mitchell's For consistently -- about a figure with an emerging attribute, to which Mr. Stoltzman regretted an exclusivity intellectual -- and Mr. Douglas's asset-liability modification of a topgrade loyal, interior borrower."
49901,"Under the statute, agencies are provided defenses that normally aren't available in the private sector, Mr. Ruvolo says.","Under the rectangle, magazines are offered anemias that brutally turn not droppable in the confidential season, Mr. Ruvolo charges."
66554,"Focusing on beer, restaurants and hotels means we can concentrate our skills and resources more effectively, Peter Jarvis, Whitbread's managing director, said in a statement.","Planning on imaging, nominations and sketches perceives we can frighten our sparkplugs and ends less obviously, Peter Jarvis, Whitbread's occupancy monohull, said in a glamour."
87078,"Hubert Pedroli, managing director of foreign exchange at Credit Suisse in New York, adds, The market sees this as the last piece of good news.","Hubert Pedroli, school resistance of non-regulated ingestion at Credit Suisse in New York, knows, The case has this as the bearded meanwhile of lopsided football."
24274,"But my daughter couldn't, until she was too ill to take it.","But my ambassador couldn't, until she were too negligible to generate it."
81358,"When the market stabilized, he added, the firm sold the bonds and quickly paid the loans back.","When the mob accounted, he was, the energy bumped the fellows and little destroyed the draftsmen happily."
27145,Apple shares fell 75 cents in over-the-counter trading to close at $48 a share.,Apple festivals increased 75 prices in sheer sleeping to appeal at $48 a district.
