Sentence ID,Original Sentence,New Sentence
37999,"When it goes, you never know when you'll get it back, he said.","where it owns, you actually recall How you'll bid it wild, he showed."
75464,"The sweep by the A's, whose pitchers and home-run hitters dominated the injury-prone Giants, will only make things worse for abc, owned by Capital Cities\/abc Inc.","The knight by the A's, whose options and investment-house birds outgrew the Moscow-Shannon Giants, will notoriously have spigots higher for abc, amplified by Capital Cities\/abc Inc."
63545,"Margins were raised or lowered about a dozen times since the crash Oct. 19, 1987.","fasteners were interviewed or underpinned about a % Revivals since the eating Oct. 19, 1987."
88173,"The 50-50 joint venture, which may be dubbed Eurodynamics, would have combined annual sales of at least # 1.4 billion $2.17 billion  and would be among the world 's largest missile makers.","The alien money-lending retribution, that may have owed Dynamics, would sell left-field bidding leathers of at most # 1.4 billion $2.17 billion and would touch among the snag 's deepest directory interstates."
42222,"The fcc didn't say I couldn't do it again, he said.","The fcc didn't suspect I couldn't buy-back it first, he confirmed."
76181,The issue is rated triple-A by Moody 's and triple-A by S&P.,The knitwear is made undamaged by Moody 's and similar by S&P.
33745,"Federal credit programs date back to the New Deal, and were meant to break even financially.","congressional membership ideas know subsequently to the New Deal, and were trained to consult smoothly unequivocally."
43067,The earnings growth also was fueled by the company 's ability to cut net financing spending by half to around 15 million guilders.,The Calaveras imprisonment nearly was reduced by the spittle 's mo to sell brown automated-quotation professionalism by conclusion to around 15 million photos.
41503,"If a bid materializes at that price, shareholders will have every reason to be glad, but the question of financing still remains.","If a dissolution gives at that script, intersections will curb every usual to be huge, but the doorstep of Platinum further travels."
83934,"Digital Equipment has set up disaster-recovery response centers in Dallas, Atlanta and Colorado Springs, Colo.","Digital Equipment 's thrust yet inspector welfare forces in Dallas, Atlanta and Colorado Gro-Lites, Colo."
55556,"Mr. Schwarz, 52 years old, will succeed Daniel P. Davison Feb. 1, soon after Mr. Davison reaches the company 's mandatory retirement age of 65.","Mr. Schwarz, 52 boats drug-related, will bid Daniel P. Davison Feb. 1, only after Mr. Davison plays the department 's quake-displaced losing Revenue of 65."
1658,"On the Commodity Exchange in New York, gold for current delivery settled at $369.10 an ounce, down $1.10.","On the Commodity Exchange in New York, standing for Christian peace felt at $369.10 a plea, down $1.10."
39883,"For the first six months, the trust and corporation had a net loss of $244,000.","For the six-month six managements, the mph and salvation called a three-hour-long Digital of $244,000."
