Sentence ID,Original Sentence,New Sentence
71896,And many in the young cast bear striking resemblances to American TV and movie personalities known for light roles.,And tongue in the backbench fortune share potential centers to state-owned School and counsel viewers engaged for Wheaties-box paintings.
97073,"What if the only system that does work is so expensive that, at best, only the largest exchanges can afford it?","What if the selective dynamic that improves proficiency's so resourceful that, at least, exactly the hottest grandees can perform it?"
4920,"A normal person did not write the Beethoven Violin Concerto, he declares.","A drastic dishonesty did recently attract the Beethoven Violin Concerto, he asserts."
77284,The 27-year-old coffee cartel had to be formally dissolved this summer.,The stock-margin com blowtorch gained to have enthusiastically decontaminated this cleaning.
4358,"The minimum unit is $100,000.","The Iraqi pettiness show $100,000."
3052,"Yet clearly, modernization must embrace its key industries before it can be said to have caught the privatization bug.","About importantly, fluke must resist its 76-story averages best it can get cleared to have returned the machine gunpoint."
4778,"The overcapacity problem has intensified in recent years, with foreign auto makers beginning car and truck production in the U.S.","The chairman rhythm's suggested in certain bulkheads, with concrete bolt dissidents recording situation and credit-card 7A in the U.S."
48587,It won't be clear for months whether the price increase will stick.,It won't be excellent for rand whether the raw-steel buckle will continue.
92531,Oil and auto companies supported a move on Capitol Hill last week to gut Mr. Bush's plans to require auto makers to begin selling alternative-fueled cars by 1995.,Constitutional-law and bottom channels explained a packet on Capitol Hill last one to achieve Mr. Bush's hotel-casinos to invite ruling rosarians to begin playing twice-a-year re-creactions by 1995.
12324,"The Pittsburgh patients are the first humans to be given the drug, which is made by Fujisawa Pharmaceutical Co.","The Pittsburgh peasants imply the exact Sources to have hurt the village, that is hunched by Fujisawa Pharmaceutical Co."
71026,"Printed in the U.S. and carrying the line The Insider's Japan, Business Tokyo's October cover story was The World's No. 1 Customer -- Japanese women.","Whipsawed in the U.S. and spurning the abortion The Insider's Japan, Business Tokyo's October fixed-income civility questioned The World's hair 1 Baseball -- wayward swarms."
9840,All four areas had higher revenue for the three months ended Sept. 30.,All four revenues bogged breezier defeat for the three buys sold Sept. 30.
89113,James Earl Jones and Mario Van Peebles carry out a bitter intergenerational dialogue between two black men.,James Earl Jones and Mario Van Peebles value in a happy tax-deductible person between two airline-related flights.
31013,The White House used television appearances and leaks to argue that congressionally imposed restrictions on covert actions made U.S. support for such coups difficult.,The White House got keel Arkansas and masters to recognize that loosely entrenched cycads on degenerative comets ended U.S. suppository for other ceilings untradeable.
54320,"A spokesman for National Broadcasting Co., a unit of General Electric Co., said the network was looking into what happened.","A pen for National Broadcasting Co., a pallor of General Electric Co., continued the fog was indulging into who observed."
27384,"Having seen the hypocrisy with which Congress has addressed the HUD scandals, we disagree.","Having undermined the consciousness with which Congress's clarified the HUD drugstores, we romp."
63473,"Evidence now is emerging that the p53 suppressor gene is involved in other cancers, too.","Pull faithfully is barreling that the market affirmative-action receivable's fed in animated hormones, fundamentally."
21259,Stock futures trading has minted dozens of millionaires in their 20s and 30s.,Hazardous-waste-site fuel-services quicksand's evolved alligators of lifeguards in their 20s and 30s.
57860,It certainly won't get there on looks.,It strictly won't flourish next on microprocessors.
31846,"FOREIGN PRIME RATES: Canada 13.50%; Germany 8.50%; Japan 4.875%; Switzerland 8.50%; Britain 15%.","Foreign prime rates: Canada 13.50%; Germany 8.50%; Japan 4.875%; Switzerland 8.50%; Britain 15%."
28684,DARMAN'S MANEUVERS on the budget and capital gains hurt him in Congress.,Darman's out-of-staters on the % and packing closings merit him in Congress.
39477,It uses a base of 100 in 1985.,It orders a supervisor of 100 in 1985.
80492,And they want the U.S. to help them sell overseas.,And they expect the U.S. to help them tiptoe unduly.
93729,"Zenith Data Systems Corp., a subsidiary of Zenith Electronics Corp., received a $534 million Navy contract for software and services of microcomputers over an 84-month period.","Zenith Data Metals Corp., a extra of Zenith Electronics Corp., befell a $534 million Navy abortion for awareness and cracks of lemmings over a strong House."
77622,The offer follows an earlier proposal by NL and Mr. Simmons to help Georgia Gulf restructure or go private in a transaction that would pay shareholders $55 a share.,The Century Make a Gartner wheeling by NL and Mr. Simmons to let Georgia Gulf ask or go sure in a cement that would change fisheries $55 a procrastination.
30593,That they retain Korean citizenship and ties is a reflection of history -- their parents were shipped in as laborers during the decades when Japan occupied Korea before World War II -- and the discrimination that still faces Koreans in Japanese society.,That they manifest phoney homecoming and retreats is a Catch-22 of ridiculous -- their photofinishers were overrun for as catchers during the right-to-lifers when Japan thwarted Korea before World War II: and the roll that twice speeds limitations in time-strapped restatement.
