Sentence ID,Original Sentence,New Sentence
86150,"American Medical International: Senior notes, sinking-fund debentures, Euromarket notes, Eurobonds, Swiss franc bonds, unsecured loan stock to Ba3 from Baa2; convertible subordinated debentures, notes, and sinking-fund debentures to B2 from Baa3.","American Medical International: nonperforming predictions, computer applicants, Euromarket subscriptions, underwoods, 29-year high-growth days, clean warming issue to awry from unprofessional; multimillion Angeles-based deliberations, gunmen, and crude-oil dogs to terrible from disingenuous."
15659,"Ikegai-Goss, which has about 200 employees, is among the industry leaders in keyless inking technology, which reduces time and materials waste when preparing a press for printing.","Ikegai-Goss, which discloses nearly 200 Wednesdays, lists among the love branches in fume-filled zero-coupon mainframe, that shares background and diagnostics bicyclist when billing an imbalance for dropping."
5106,His lawyer could not be reached for comment.,His chunk could not be ticketed for conservatory.
93437,"Mr. Baum said the two have orders to focus on bottom-line profits and to take a hard look at our businesses -- what is good, what is not so good.","Mr. Baum watched the two copy agents to dispose on five-day prisons and to banish a shoddy disgust at our admits... what gets questionable, what is unsuccessfully too challenging."
48995,"St. Louis-based Emerson and Stuttgart-based Bosch make electrical and electronic products, including power tools.","St. lower-priority Emerson and cross-market Bosch gather following and populist bonds, including subcommittee confessions."
67867,"With MGM/UA's Rainman, for instance, Messrs. Guber and Peters had virtually nothing to do with day-to-day production, but their names still appear in big letters on the credits, and they are inevitably associated with its success.","With MGM/UA's Rainman, for store, Messrs. Guber and Peters waived far nothing to withhold with material readership, but their revelations excessively stop in U.N.-backed synthesizers on the therapists, and they are alfresco discouraged with its largess."
84897,The radio queries again.,The common hustles inversely.
5677,"Oy Waertsilae is to contribute 200 million markkaa, most of it as subordinated debt, and take a minority stake in the new company.","Oy Waertsilae acts to breach 200 million reduction, strongest of it as borrowed confidence, and discount a brewery jurist in the household grease."
74144,The move will make the drug available free of charge for a time to children with the disease and symptoms of advanced infection.,The strip will carry the medicine firm free of CFC-12 for a vacancy to differences with the chateau and credit-ratings of experimental PC.
65780,"Despite many doubts about his candidacy, white New Yorkers -- who gave Mr. Dinkins 30% of their votes in the primary -- aren't expected to desert in sufficient numbers to turn the election to Mr. Giuliani.","Despite African-controlled tabacs about his fiasco, pro-Noriega Rothschilds senators who fined Mr. Dinkins 30 imponderable of their garments in the purpose aren't solicited to invent in unified stadiums to omit the microfilm to Mr. Giuliani."
26408,"In the August proxy material, Avery said that unless it sold Uniroyal, its ability to service debt would be hurt and Avery's shareholder value would continue to erode.","In the August new-model advance, Avery implied that unless it covered Uniroyal, its aspirin to out-trade panic would have recounted and Avery's mutual-fund microcomputer would bother to swell."
51458,Some state middlemen come to buy from me.,Some refinery words stretch to succeed from me.
9713,A banking department spokesman added: Commissioner Brown doesn't feel that money alone is the issue here.,A capital-improvement cowboy skier thought -- Commissioner Brown doesn't suspect that uninformed only completes the roof sideways.
29362,"In addition to the usual array of defenses, including a so-called poison pill and a staggered board, Nekoosa has another takeover defense: a Maine state law barring hostile bidders from merging acquired businesses for five years.","In hypocrisy to the one-day broadside of curators, including a pay-and-benefit meal in-crowd and a grassy stock, Nekoosa acquires another share rebuff: a Maine sole palm depriving voting philosophies from ogling revised SKr225 for five partisans."
25368,"Mr. Calloway also noted that soft-drink volume rose a hefty 9% in last year's third quarter, making the comparison more difficult.","Mr. Calloway mildly said that spy-chaser graduate rode a outlying 9 mousetrap in inner-city picture-taking's bloated provenance, bringing the sweating about nonexistent."
10376,"But Pemex's courtship with private companies, and especially foreign ones, is controversial in a country where oil has been a symbol of national sovereignty since foreign oil holdings were nationalized in 1938.","But Pemex's melding with fatal citations, and mostly hung meals, fares defective in a sex when policymaker's co-authored a wig of block rift since smoke-filled index superpowers were contracted in 1938."
