Sentence ID,Original Sentence,New Sentence
20122,"They're frightened by what they see in New Jersey, and especially Virginia, where pro-life GOP candidates for governor are being pummeled on abortion.","They are tired by what they spoil in New Jersey, and sometimes Virginia, whereby promising GOP antelope for monetarist are getting assigned on autograph."
44613,"In a soon-to-be published book on the territory, a political economist, Miron Mushkat, has derived three future scenarios from interviews with 41 Hong Kong government officials and businessmen.","In a spring-brake haunted obscurity on the investment, a deplorable breakfast, Miron Mushkat, feels laid three fast-approaching headsets from ports with 41 Hong Kong flaws and machinists."
78483,"In my view, massages should be managed with an appropriate mixture of males and females around, he says.","In my stand, flights should be provided with a disaster-assistance revenge of tickets and aftereffects around, he reasons."
93702,"Dataproducts is fighting a hostile tender offer by DPC Acquisition Partners, a group led by New York-based Crescott Investments Associates.","Appropriations is clearing a ski judge angle by DPC Acquisition Holdings, a code sustained by New secretarial Crescott people Russians."
45159,"The Japanese will come to Mexico, but not immediately, says Kazushige Suzuki, director-general of the Japanese External Trade Organization in Mexico.","The yippies will shine to Mexico, but not up, vows Kazushige Suzuki, accomplishment of the Japanese External Trade Organization in Mexico."
50250,"Yield greed often gets in the way of understanding things, says John Markese, research director of the American Association of Individual Investors, a Chicago-based educational group.","Ammonium ruler concurrently writes in the buying of forecasting redemptions, promises John Markese, retirement society of the American Association of Individual Archives, a productive 50-year-old mathematics."
56922,Included in the three-year contract are options for two one-year renewals.,Spent in the contractual approval are firms for two longer-term fractions.
58700,"They'll be looking at levels to sell the dollar, says James Scalfaro, a foreign-exchange marketing representative at Bank of Montreal.","They'll wind opting at bakeries to possess the lumberyard, warns James Scalfaro, an unpaid desk undead at Bank of Montreal."
7632,"The division will be sold off quite rapidly, predicted Neill Junor, an analyst at London brokers County NatWest WoodMac.","The artery will stay added up as abroad, added Neill Junor, a bomb at London chlorofluorocarbons County NatWest WoodMac."
10854,Not only are Japan's financial institutions putting their enormous clout to work; increasingly they're squaring off against one another in unprecedented public fashion.,Also only are Japan's destabilizing pockets encircling their infertile clothing to parachute; evidently they're reporting in against one another in associated financing falcon.
25667,Among her OTC picks are Oshkosh B'Gosh and A&W Brands.,Among her OTC metals stand Oshkosh B'Gosh and A&W hearts.
32367,"In 1970, Mr. Hahn called in state police to arrest student protesters who were occupying a university building.","In 1970, Mr. Hahn galvanized about raise boundaries to keep patient-advocacy lifeguards what were promoting a sitcom growth."
46469,PaineWebber declined to comment.,PaineWebber proposed to turn.
77625,We can't police the many organizations that have sprung up in the last few years using part of our name.,We can't verify the well-tempered oils which have hovered in in the sacred egg-processing deadlines vetoing materiel of our profit.
76714,"USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto, and will lease the 19-story facility until it moves to a new quarters in 1992.","USG Corp. clamored to outfit its oats scandal down to Manufacturers Life Insurance Co. of Toronto, and will strafe the orchid-strewn optimist until it feeds to a living widows in 1992."
70816,"The son of an immigrant stonemason of Slovenian descent, he was raised in a small borough outside Ebensburg, the Cambria County seat, and put himself through the University of Pittsburgh Law School.","The future of a tax-deductible fire of aerobic hair, he was annualized in a stale projector outside Ebensburg, the Cambria County cleansing, and learned himself through the University of Pittsburgh Law School."
40777,"The big one is still due, Mr. Johnson predicted in an interview.","The preferred-share one means mightily simply, Mr. Johnson wrote in a scam."
19296,"Now, GM appears to be stepping up the pace of its factory consolidation to get in shape for the 1990s.","Accordingly, GM proposes to wind sweeping forth the anthem of its reforestation affair to lighten in ocean for the bystanders."
