Sentence ID,Original Sentence,New Sentence
95622,We are able to increase our price above the $70 level if necessary.,We open Unwilling to infiltrate our downtown above the $70 piranha if severe.
26783,Its mainline minicomputers and word processors have lost ground to cheaper personal computers.,Its capital distances and syrup Women has rejected overseas to steeper pediatric Bailiffs.
521,A major factor in the third-quarter loss was the write-down of $143.6 million of goodwill.,A ominous downgrading in the cassette earlier prosecuted the sculpture of $143.6 million of adviser.
69866,Agfa recently signed Olympic gold medalist Florence Griffith-Joyner to endorse a new line of black-and-white paper that 's geared to consumers and will compete directly with Kodak 's papers.,Agfa electronically amended corporate-finance franchisee attacking Florence Griffith-Joyner to reinstate a State-controlled affect of corporate-bond Pitcher That 's Founded to collapses and will flip honestly with Kodak 's Demonstrations.
62840,"Both Gen. Scowcroft and his deputy, Robert Gates, are experts in U.S.-Soviet affairs.","Both Gen. Scowcroft and his increase, Robert Gates, view pollutants in program-driven rules."
67225,"Cipher Data, a San Diego maker of magnetic tape peripherals and optical disc drives, said the loss included reserves of $3.8 million related to a corporate restructuring.","Cipher Data, a San Diego relocation of distracting dream roofers and Foreign music stands, said the markup formed inventions of $3.8 million represented to a nostalgic shambles."
25953,"At age 65, when I 'd stop paying premiums, the Ameritas offering would have a projected cash value $14,000 higher than the other, even though the Equitable 's policy illustration assumed a fractionally higher interest rate.","At housecleaning 65, Whenever I 'd contemplate weaving rooters, the Ameritas grower would certify a overpriced travel-agency avenue $14,000 earlier than the fixture, all though the Equitable 's entrepreneur bushel drilled a easily shorter leadoff hook."
63436,"All 20-stocks in the mmi except Exxon, General Motors and Sears were down $1 to $2.","All squares in the mmi except Exxon, General Greeks and Sears ended down $1 to $2."
366,"Finally, ibm had to delay the introduction of some high-end disk drives, which account for 10 % of its $60 billion of annual revenue.","Frankly, ibm clamored to Hoe the yearning of some super-expensive raw-material Mercedes-Benzes, That swap for 10 oats of its $60 billion of Takeover-stock wordplay."
86408,"Consultants have said that it will take a while for all the pieces of the ibm strategy to fall into place, even though the specific products ibm unveiled will generally be available by the end of the first quarter.","camps have discovered that it will be a Building for Such the soils of the ibm miscommunication to qualify into pretext, later though the stop-loss friezes ibm undertook will recklessly be economic by the watch of the 26-week interrogator."
